ID;País;Ciudad;Tipo de Turismo;Atracción Principal;Nro de Visitantes Anuales;Gasto Promedio ($);Duracion Promedio (dias);Temporada Alta;Transporte Principal;Clima;Idioma;Moneda;Alojamiento Popular;Actividad Destacada;Seguridad;Requisitos de Visa;Valoracion (1-5);Fecha de Visita;Edad del Viajero;Motivo del Viaje
2125;Italia;Roma;Histórico;Coliseo;49606976;598;10;Invierno;Avión;Desértico;Italiano;Euro;Airbnb;Surf;Baja;No;2;17/10/2023;69;Estudio
2126;México;Cancún;Gastronómico;Playas del Caribe;43184033;4729;14;Invierno;Bus;Templado;Español;Peso;Boutique;Religión;Baja;No para UE;1;10/05/2019;62;Negocios
2127;EE.UU.;Nueva York;Histórico;Times Square;7821078;1112;4;Invierno;Metro;Tropical;Inglés;Dólar;Airbnb;Gastronomía;Media;No;1;17/03/2022;66;Luna de Miel
2128;México;Cancún;Aventura;Playas del Caribe;13585330;1726;4;Todo el año;Taxi;Húmedo;Español;Peso;Hostales;Surf;Baja;No para UE;2;08/01/2021;19;Luna de Miel
2129;Brasil;Río de Janeiro;Cultural;Copacabana;36496944;1073;7;Otoño;Tren;Húmedo;Portugués;Real;Ryokan;Anime;Alta;No para UE;3;07/11/2022;33;Negocios
2130;Tailandia;Bangkok;Histórico;Gran Palacio;36772544;4485;6;Invierno;Tren;Desértico;Tailandés;Baht;Resort;Exploración;Alta;Si;1;02/06/2022;24;Aventura
2131;EE.UU.;Nueva York;Tecnológico;Times Square;19391989;1051;8;Verano;Bicicleta;Tropical;Inglés;Dólar;Hoteles;Exploración;Baja;No;2;06/03/2022;68;Estudio
2132;España;Barcelona;Cultural;Sagrada Familia;39299322;2617;2;Invierno;Bus;Tropical;Español;Euro;Resort;Surf;Media;No para UE;5;06/12/2019;67;Luna de Miel
2133;Tailandia;Bangkok;Gastronómico;Gran Palacio;46236374;665;12;Verano;Taxi;Tropical;Tailandés;Baht;Ryokan;Religión;Alta;No para UE;1;26/01/2019;57;Estudio
2134;Italia;Roma;Urbano;Coliseo;15650310;1191;5;Invierno;Tren;Húmedo;Italiano;Euro;Cabañas;Anime;Media;Si;3;25/04/2020;46;Negocios
2135;Francia;París;Tecnológico;Torre Eiffel;19803052;1473;4;Primavera;Ferry;Húmedo;Francés;Euro;Boutique;Anime;Baja;No;1;14/04/2019;70;Estudio
2136;Brasil;Río de Janeiro;Gastronómico;Copacabana;30237634;1409;7;Todo el año;Taxi;Tropical;Portugués;Real;Ryokan;Surf;Baja;No;5;06/05/2023;54;Negocios
2137;España;Barcelona;Religioso;Sagrada Familia;34464273;2372;10;Invierno;Taxi;Húmedo;Español;Euro;Camping;Exploración;Media;No para UE;1;27/11/2019;44;Aventura
2138;Brasil;Río de Janeiro;Playa;Copacabana;37115422;1600;14;Verano;Bicicleta;Tropical;Portugués;Real;Hostales;Museos;Baja;No;5;26/03/2023;28;Negocios
2139;España;Barcelona;Gastronómico;Sagrada Familia;45327889;1634;8;Primavera;Avión;Continental;Español;Euro;Camping;Gastronomía;Baja;No;3;05/12/2023;76;Negocios
2140;Australia;Sidney;Cultural;Ópera de Sidney;11616561;4932;5;Verano;Metro;Tropical;Inglés;Dólar Australiano;Hostales;Senderismo;Alta;No para UE;4;15/01/2024;23;Luna de Miel
2141;EE.UU.;Nueva York;Gastronómico;Times Square;8468267;1828;10;Invierno;Metro;Templado;Inglés;Dólar;Camping;Museos;Alta;Si;3;05/01/2022;28;Luna de Miel
2142;Australia;Sidney;Histórico;Ópera de Sidney;48728077;4549;13;Otoño;Bicicleta;Continental;Inglés;Dólar Australiano;Cabañas;Gastronomía;Baja;No;4;08/01/2024;49;Estudio
2143;EE.UU.;Nueva York;Gastronómico;Times Square;28671241;4206;14;Primavera;Metro;Húmedo;Inglés;Dólar;Resort;Anime;Baja;No para UE;5;04/07/2022;74;Aventura
2144;Italia;Roma;Tecnológico;Coliseo;41304851;2606;7;Invierno;Tren;Templado;Italiano;Euro;Ryokan;Surf;Media;Si;1;27/02/2022;57;Estudio
2145;Francia;París;Urbano;Torre Eiffel;28635180;1305;8;Verano;Ferry;Continental;Francés;Euro;Hoteles;Senderismo;Media;No;1;08/01/2024;36;Aventura
2146;Australia;Sidney;Tecnológico;Ópera de Sidney;6609417;4054;3;Verano;Ferry;Húmedo;Inglés;Dólar Australiano;Cabañas;Compras;Alta;No para UE;3;01/07/2021;74;Aventura
2147;Francia;París;Playa;Torre Eiffel;35364122;2248;13;Invierno;Bicicleta;Tropical;Francés;Euro;Ryokan;Anime;Media;No;4;19/05/2020;62;Aventura
2148;Tailandia;Bangkok;Aventura;Gran Palacio;45697462;3558;9;Todo el año;Bicicleta;Desértico;Tailandés;Baht;Airbnb;Senderismo;Alta;No;3;27/05/2022;59;Luna de Miel
2149;Italia;Roma;Religioso;Coliseo;48742289;4355;4;Todo el año;Metro;Tropical;Italiano;Euro;Ryokan;Exploración;Alta;No para UE;4;27/04/2020;45;Aventura
2150;España;Barcelona;Tecnológico;Sagrada Familia;14472129;2859;8;Otoño;Tren;Húmedo;Español;Euro;Resort;Surf;Media;No para UE;5;13/02/2021;71;Estudio
2151;Tailandia;Bangkok;Urbano;Gran Palacio;43506435;3665;10;Invierno;Taxi;Continental;Tailandés;Baht;Hostales;Compras;Alta;Si;2;01/09/2022;78;Vacaciones
2152;México;Cancún;Religioso;Playas del Caribe;48232818;3997;9;Verano;Tren;Tropical;Español;Peso;Hoteles;Religión;Alta;Si;5;01/11/2023;21;Estudio
2153;Australia;Sidney;Histórico;Ópera de Sidney;46863039;893;2;Verano;Metro;Continental;Inglés;Dólar Australiano;Boutique;Anime;Media;No para UE;2;21/08/2022;79;Aventura
2154;Francia;París;Cultural;Torre Eiffel;9520455;1395;3;Todo el año;Bicicleta;Desértico;Francés;Euro;Hostales;Gastronomía;Media;No;5;02/04/2023;22;Aventura
2155;Australia;Sidney;Histórico;Ópera de Sidney;21758950;1857;4;Primavera;Bicicleta;Húmedo;Inglés;Dólar Australiano;Hoteles;Anime;Alta;No para UE;3;15/11/2021;18;Vacaciones
2156;Japón;Tokio;Gastronómico;Akihabara;43577218;3835;4;Invierno;Metro;Templado;Japonés;Yen;Boutique;Compras;Alta;No;2;12/04/2020;31;Negocios
2157;México;Cancún;Aventura;Playas del Caribe;20873073;3119;5;Primavera;Metro;Húmedo;Español;Peso;Resort;Compras;Baja;Si;3;13/05/2021;30;Luna de Miel
2158;Japón;Tokio;Histórico;Akihabara;17644073;758;6;Primavera;Metro;Continental;Japonés;Yen;Cabañas;Gastronomía;Baja;No para UE;4;29/03/2020;59;Aventura
2159;Japón;Tokio;Playa;Akihabara;16876119;1028;8;Todo el año;Bicicleta;Templado;Japonés;Yen;Hoteles;Religión;Baja;No;3;12/02/2019;41;Negocios
2160;México;Cancún;Gastronómico;Playas del Caribe;23071319;551;14;Otoño;Ferry;Tropical;Español;Peso;Airbnb;Senderismo;Media;No;2;09/02/2020;75;Estudio
2161;México;Cancún;Tecnológico;Playas del Caribe;34920191;2886;6;Verano;Avión;Continental;Español;Peso;Ryokan;Surf;Media;Si;4;09/05/2020;66;Negocios
2162;Brasil;Río de Janeiro;Histórico;Copacabana;40422838;3690;7;Primavera;Ferry;Templado;Portugués;Real;Resort;Anime;Baja;Si;4;14/01/2022;31;Negocios
2163;Japón;Tokio;Histórico;Akihabara;21508197;3942;3;Primavera;Taxi;Tropical;Japonés;Yen;Camping;Surf;Alta;No;5;09/09/2020;36;Aventura
2164;Francia;París;Cultural;Torre Eiffel;24117604;4281;12;Otoño;Metro;Húmedo;Francés;Euro;Hoteles;Compras;Media;Si;3;18/03/2021;65;Aventura
2165;México;Cancún;Gastronómico;Playas del Caribe;13872801;1519;14;Primavera;Taxi;Templado;Español;Peso;Camping;Surf;Media;Si;2;20/01/2023;44;Estudio
2166;Australia;Sidney;Gastronómico;Ópera de Sidney;25244963;2255;3;Primavera;Tren;Desértico;Inglés;Dólar Australiano;Hostales;Senderismo;Baja;No para UE;2;05/04/2021;32;Luna de Miel
2167;Japón;Tokio;Histórico;Akihabara;28575156;3412;14;Primavera;Bicicleta;Desértico;Japonés;Yen;Ryokan;Exploración;Media;No para UE;4;12/07/2022;73;Vacaciones
2168;Italia;Roma;Playa;Coliseo;30135259;4018;6;Verano;Avión;Desértico;Italiano;Euro;Ryokan;Exploración;Alta;No;3;01/01/2024;29;Vacaciones
2169;Tailandia;Bangkok;Aventura;Gran Palacio;44678518;4905;7;Invierno;Bus;Húmedo;Tailandés;Baht;Hostales;Religión;Baja;Si;1;03/11/2022;59;Estudio
2170;España;Barcelona;Urbano;Sagrada Familia;30033153;4970;3;Verano;Bicicleta;Templado;Español;Euro;Airbnb;Surf;Baja;No;1;25/01/2020;35;Negocios
2171;México;Cancún;Tecnológico;Playas del Caribe;20490510;4635;3;Verano;Metro;Tropical;Español;Peso;Ryokan;Anime;Alta;No para UE;5;16/01/2019;23;Estudio
2172;Francia;París;Religioso;Torre Eiffel;30082466;1137;10;Otoño;Ferry;Tropical;Francés;Euro;Hoteles;Gastronomía;Baja;No;3;01/05/2023;66;Luna de Miel
2173;Francia;París;Aventura;Torre Eiffel;19484660;3415;5;Invierno;Bicicleta;Húmedo;Francés;Euro;Resort;Museos;Media;No;1;26/10/2020;19;Aventura
2174;México;Cancún;Cultural;Playas del Caribe;40288267;3276;7;Todo el año;Bus;Desértico;Español;Peso;Hoteles;Compras;Media;No;1;19/01/2022;46;Vacaciones
2175;Australia;Sidney;Gastronómico;Ópera de Sidney;45813885;4457;7;Invierno;Taxi;Tropical;Inglés;Dólar Australiano;Cabañas;Anime;Media;No;4;16/07/2023;75;Negocios
2176;Italia;Roma;Tecnológico;Coliseo;8643314;4984;15;Todo el año;Ferry;Templado;Italiano;Euro;Airbnb;Museos;Media;No;5;16/12/2023;67;Aventura
2177;Italia;Roma;Urbano;Coliseo;13697898;2958;4;Invierno;Bicicleta;Húmedo;Italiano;Euro;Resort;Religión;Media;No;2;10/04/2021;72;Vacaciones
2178;España;Barcelona;Histórico;Sagrada Familia;40349200;873;10;Verano;Tren;Continental;Español;Euro;Hostales;Religión;Baja;No para UE;5;21/09/2023;54;Estudio
2179;EE.UU.;Nueva York;Urbano;Times Square;39513369;1830;11;Todo el año;Taxi;Desértico;Inglés;Dólar;Cabañas;Anime;Alta;No para UE;5;16/05/2023;64;Negocios
2180;Australia;Sidney;Religioso;Ópera de Sidney;18506257;3692;5;Primavera;Bicicleta;Húmedo;Inglés;Dólar Australiano;Hostales;Compras;Media;No para UE;2;23/12/2023;80;Vacaciones
2181;Brasil;Río de Janeiro;Cultural;Copacabana;45120279;1538;11;Invierno;Tren;Húmedo;Portugués;Real;Hostales;Religión;Media;No para UE;4;25/01/2020;51;Aventura
2182;Brasil;Río de Janeiro;Histórico;Copacabana;8398944;4016;13;Verano;Avión;Húmedo;Portugués;Real;Hoteles;Surf;Alta;No para UE;2;30/01/2023;18;Aventura
2183;Tailandia;Bangkok;Tecnológico;Gran Palacio;32164821;4324;11;Todo el año;Bicicleta;Desértico;Tailandés;Baht;Cabañas;Compras;Alta;No;3;03/02/2024;58;Estudio
2184;EE.UU.;Nueva York;Gastronómico;Times Square;39389212;2676;7;Primavera;Taxi;Desértico;Inglés;Dólar;Ryokan;Senderismo;Alta;No;1;22/10/2019;45;Estudio
2185;Brasil;Río de Janeiro;Urbano;Copacabana;37617230;3252;10;Verano;Bus;Desértico;Portugués;Real;Boutique;Senderismo;Baja;No;2;17/10/2019;44;Aventura
2186;México;Cancún;Playa;Playas del Caribe;12702190;2954;9;Primavera;Bus;Desértico;Español;Peso;Boutique;Senderismo;Baja;Si;2;10/07/2022;79;Vacaciones
2187;Francia;París;Religioso;Torre Eiffel;15865531;4123;12;Otoño;Ferry;Templado;Francés;Euro;Boutique;Religión;Alta;No;4;26/07/2019;44;Luna de Miel
2188;EE.UU.;Nueva York;Aventura;Times Square;44855675;3971;5;Todo el año;Taxi;Húmedo;Inglés;Dólar;Camping;Senderismo;Baja;Si;3;19/11/2019;68;Estudio
2189;Japón;Tokio;Gastronómico;Akihabara;5794216;800;15;Primavera;Bus;Continental;Japonés;Yen;Camping;Surf;Media;No para UE;2;22/12/2020;52;Estudio
2190;México;Cancún;Histórico;Playas del Caribe;45844994;2216;13;Verano;Bus;Desértico;Español;Peso;Resort;Museos;Baja;No para UE;5;14/03/2022;55;Aventura
2191;México;Cancún;Histórico;Playas del Caribe;45386711;4535;6;Invierno;Bus;Desértico;Español;Peso;Hostales;Gastronomía;Baja;No para UE;1;25/10/2021;39;Negocios
2192;Francia;París;Urbano;Torre Eiffel;5378414;1688;7;Invierno;Bicicleta;Continental;Francés;Euro;Hostales;Anime;Alta;Si;2;31/05/2023;76;Estudio
2193;Brasil;Río de Janeiro;Urbano;Copacabana;39013352;999;2;Primavera;Avión;Desértico;Portugués;Real;Cabañas;Gastronomía;Alta;No;3;13/11/2019;70;Luna de Miel
2194;España;Barcelona;Tecnológico;Sagrada Familia;7041090;1526;11;Primavera;Metro;Templado;Español;Euro;Cabañas;Exploración;Alta;No;3;29/05/2019;77;Vacaciones
2195;Australia;Sidney;Aventura;Ópera de Sidney;39589166;4063;5;Invierno;Bus;Continental;Inglés;Dólar Australiano;Cabañas;Museos;Media;No para UE;2;27/09/2019;62;Estudio
2196;México;Cancún;Histórico;Playas del Caribe;10562665;648;7;Primavera;Bicicleta;Húmedo;Español;Peso;Cabañas;Anime;Alta;No para UE;2;24/03/2022;26;Luna de Miel
2197;Brasil;Río de Janeiro;Aventura;Copacabana;11789593;645;8;Invierno;Bus;Tropical;Portugués;Real;Cabañas;Gastronomía;Baja;Si;4;03/07/2023;56;Aventura
2198;México;Cancún;Religioso;Playas del Caribe;6711162;1527;5;Todo el año;Bicicleta;Templado;Español;Peso;Camping;Museos;Media;Si;2;29/06/2019;56;Vacaciones
2199;Brasil;Río de Janeiro;Tecnológico;Copacabana;18752900;1777;2;Otoño;Metro;Tropical;Portugués;Real;Cabañas;Surf;Alta;Si;4;30/01/2024;26;Aventura
2200;Japón;Tokio;Playa;Akihabara;26833994;3943;11;Primavera;Taxi;Húmedo;Japonés;Yen;Airbnb;Compras;Media;Si;5;04/02/2020;44;Estudio
2201;Francia;París;Playa;Torre Eiffel;7656586;947;10;Invierno;Metro;Húmedo;Francés;Euro;Ryokan;Exploración;Alta;Si;4;13/12/2020;60;Negocios
2202;Tailandia;Bangkok;Tecnológico;Gran Palacio;49610024;3287;6;Otoño;Taxi;Tropical;Tailandés;Baht;Airbnb;Compras;Baja;No para UE;1;16/07/2019;21;Vacaciones
2203;Egipto;El Cairo;Histórico;Pirámides de Giza;18198492;3293;15;Todo el año;Avión;Tropical;Arabe;Libra Egipcia;Camping;Religión;Media;Si;4;03/01/2024;19;Aventura
2204;México;Cancún;Aventura;Playas del Caribe;15451296;538;14;Todo el año;Bus;Desértico;Español;Peso;Boutique;Surf;Media;Si;1;15/07/2020;60;Vacaciones
2205;España;Barcelona;Religioso;Sagrada Familia;25868099;1213;8;Verano;Tren;Tropical;Español;Euro;Ryokan;Gastronomía;Baja;No para UE;1;20/05/2021;28;Aventura
2206;EE.UU.;Nueva York;Aventura;Times Square;13186014;2048;7;Otoño;Metro;Continental;Inglés;Dólar;Boutique;Anime;Media;No para UE;3;31/07/2021;45;Luna de Miel
2207;Brasil;Río de Janeiro;Gastronómico;Copacabana;19149247;2425;15;Invierno;Metro;Húmedo;Portugués;Real;Resort;Museos;Baja;No;3;13/09/2023;57;Estudio
2208;Japón;Tokio;Gastronómico;Akihabara;11886607;4868;6;Otoño;Avión;Desértico;Japonés;Yen;Hostales;Surf;Alta;Si;2;24/02/2019;37;Luna de Miel
2209;Francia;París;Urbano;Torre Eiffel;26168981;3032;14;Otoño;Avión;Tropical;Francés;Euro;Hoteles;Anime;Alta;No para UE;4;24/02/2023;28;Luna de Miel
2210;Brasil;Río de Janeiro;Cultural;Copacabana;19116655;609;6;Verano;Avión;Húmedo;Portugués;Real;Resort;Exploración;Baja;No para UE;2;03/06/2022;53;Vacaciones
2211;Italia;Roma;Cultural;Coliseo;5746174;4795;12;Invierno;Taxi;Templado;Italiano;Euro;Cabañas;Compras;Baja;Si;4;15/06/2023;78;Aventura
2212;Australia;Sidney;Religioso;Ópera de Sidney;6287703;2115;3;Otoño;Avión;Tropical;Inglés;Dólar Australiano;Ryokan;Surf;Alta;No;3;29/07/2020;58;Aventura
2213;Australia;Sidney;Urbano;Ópera de Sidney;32230495;1720;5;Otoño;Bicicleta;Húmedo;Inglés;Dólar Australiano;Hostales;Compras;Baja;No;2;12/05/2019;49;Aventura
2214;Australia;Sidney;Histórico;Ópera de Sidney;5274356;1904;6;Verano;Bus;Desértico;Inglés;Dólar Australiano;Hostales;Religión;Alta;No para UE;3;14/07/2022;74;Estudio
2215;Brasil;Río de Janeiro;Tecnológico;Copacabana;7753908;2204;4;Primavera;Bus;Tropical;Portugués;Real;Ryokan;Anime;Alta;Si;5;26/02/2019;32;Negocios
2216;Brasil;Río de Janeiro;Gastronómico;Copacabana;8308016;4783;13;Otoño;Taxi;Templado;Portugués;Real;Cabañas;Exploración;Alta;Si;5;28/12/2022;29;Luna de Miel
2217;Italia;Roma;Tecnológico;Coliseo;13421317;4449;13;Todo el año;Ferry;Húmedo;Italiano;Euro;Camping;Exploración;Baja;Si;3;09/01/2022;47;Vacaciones
2218;Egipto;El Cairo;Gastronómico;Pirámides de Giza;25128091;2839;8;Invierno;Bicicleta;Tropical;Arabe;Libra Egipcia;Cabañas;Exploración;Media;Si;4;28/04/2019;30;Luna de Miel
2219;Japón;Tokio;Gastronómico;Akihabara;33787465;592;8;Primavera;Tren;Tropical;Japonés;Yen;Ryokan;Senderismo;Alta;Si;3;19/11/2019;54;Aventura
2220;Tailandia;Bangkok;Aventura;Gran Palacio;27481300;4387;6;Invierno;Taxi;Templado;Tailandés;Baht;Hostales;Exploración;Baja;No;3;12/03/2020;71;Aventura
2221;España;Barcelona;Urbano;Sagrada Familia;6498776;2758;4;Verano;Tren;Tropical;Español;Euro;Cabañas;Surf;Baja;No;4;24/05/2019;56;Aventura
2222;Australia;Sidney;Cultural;Ópera de Sidney;11762555;4943;3;Invierno;Avión;Húmedo;Inglés;Dólar Australiano;Camping;Museos;Alta;Si;5;19/02/2022;65;Estudio
2223;Egipto;El Cairo;Religioso;Pirámides de Giza;19748656;655;3;Otoño;Tren;Continental;Arabe;Libra Egipcia;Hostales;Museos;Media;Si;1;25/10/2023;33;Aventura
2224;Australia;Sidney;Histórico;Ópera de Sidney;47346296;4096;13;Primavera;Bus;Húmedo;Inglés;Dólar Australiano;Airbnb;Senderismo;Baja;No;1;16/11/2019;24;Aventura
2225;Japón;Tokio;Playa;Akihabara;46977674;1794;9;Todo el año;Metro;Desértico;Japonés;Yen;Hostales;Anime;Alta;No;1;06/05/2021;76;Estudio
2226;Francia;París;Histórico;Torre Eiffel;23070413;4909;2;Otoño;Bicicleta;Tropical;Francés;Euro;Cabañas;Museos;Alta;No para UE;1;27/09/2022;79;Negocios
2227;Japón;Tokio;Religioso;Akihabara;21922006;838;6;Primavera;Taxi;Húmedo;Japonés;Yen;Airbnb;Compras;Baja;No;5;29/10/2019;77;Aventura
2228;Tailandia;Bangkok;Aventura;Gran Palacio;5548449;1266;15;Todo el año;Avión;Tropical;Tailandés;Baht;Boutique;Gastronomía;Alta;Si;5;29/11/2021;55;Luna de Miel
2229;EE.UU.;Nueva York;Aventura;Times Square;34255947;2986;12;Todo el año;Bus;Continental;Inglés;Dólar;Hostales;Senderismo;Alta;No;1;16/02/2020;67;Vacaciones
2230;Japón;Tokio;Religioso;Akihabara;12472886;4013;2;Verano;Metro;Templado;Japonés;Yen;Cabañas;Gastronomía;Media;No;4;15/05/2022;28;Aventura
2231;México;Cancún;Aventura;Playas del Caribe;23619354;4961;6;Todo el año;Tren;Húmedo;Español;Peso;Airbnb;Compras;Alta;Si;1;14/10/2022;40;Luna de Miel
2232;Francia;París;Gastronómico;Torre Eiffel;11802424;635;12;Primavera;Avión;Desértico;Francés;Euro;Resort;Compras;Baja;No para UE;1;17/07/2022;51;Luna de Miel
2233;Egipto;El Cairo;Tecnológico;Pirámides de Giza;45062968;950;13;Otoño;Tren;Desértico;Arabe;Libra Egipcia;Boutique;Exploración;Media;No;4;16/02/2019;71;Vacaciones
2234;Tailandia;Bangkok;Playa;Gran Palacio;36237563;1342;7;Invierno;Tren;Continental;Tailandés;Baht;Ryokan;Museos;Baja;No para UE;1;03/08/2021;67;Aventura
2235;Brasil;Río de Janeiro;Tecnológico;Copacabana;49970360;4732;6;Invierno;Taxi;Desértico;Portugués;Real;Cabañas;Museos;Alta;No;1;30/08/2022;31;Luna de Miel
2236;México;Cancún;Tecnológico;Playas del Caribe;42192888;1156;8;Verano;Avión;Templado;Español;Peso;Resort;Compras;Alta;No;2;22/08/2019;24;Vacaciones
2237;Australia;Sidney;Religioso;Ópera de Sidney;44933135;2470;6;Primavera;Ferry;Continental;Inglés;Dólar Australiano;Hostales;Gastronomía;Baja;No para UE;5;19/11/2023;49;Aventura
2238;EE.UU.;Nueva York;Histórico;Times Square;8832343;1410;3;Todo el año;Metro;Tropical;Inglés;Dólar;Hoteles;Gastronomía;Baja;Si;4;19/11/2022;18;Negocios
2239;Japón;Tokio;Playa;Akihabara;13807811;2456;2;Primavera;Bicicleta;Desértico;Japonés;Yen;Cabañas;Religión;Media;No para UE;2;19/10/2023;69;Negocios
2240;Egipto;El Cairo;Aventura;Pirámides de Giza;11956860;821;15;Otoño;Bicicleta;Tropical;Arabe;Libra Egipcia;Camping;Museos;Baja;No para UE;3;27/01/2021;41;Luna de Miel
2241;Egipto;El Cairo;Religioso;Pirámides de Giza;17623126;4571;14;Verano;Bicicleta;Templado;Arabe;Libra Egipcia;Airbnb;Surf;Baja;No para UE;3;10/10/2023;56;Estudio
2242;Egipto;El Cairo;Tecnológico;Pirámides de Giza;14008074;2144;14;Verano;Tren;Húmedo;Arabe;Libra Egipcia;Camping;Exploración;Media;No para UE;4;09/09/2020;67;Vacaciones
2243;Brasil;Río de Janeiro;Tecnológico;Copacabana;12828668;2481;8;Verano;Avión;Continental;Portugués;Real;Camping;Museos;Media;No para UE;4;03/08/2022;80;Estudio
2244;Japón;Tokio;Aventura;Akihabara;12148887;3124;10;Todo el año;Taxi;Húmedo;Japonés;Yen;Boutique;Museos;Baja;No;1;09/09/2022;79;Aventura
2245;Egipto;El Cairo;Aventura;Pirámides de Giza;25358142;1984;2;Otoño;Tren;Húmedo;Arabe;Libra Egipcia;Hoteles;Museos;Media;Si;1;07/11/2022;69;Vacaciones
2246;Tailandia;Bangkok;Urbano;Gran Palacio;8475496;3445;2;Otoño;Metro;Desértico;Tailandés;Baht;Hostales;Surf;Alta;No;4;18/10/2021;72;Estudio
2247;Brasil;Río de Janeiro;Aventura;Copacabana;19493227;748;3;Todo el año;Metro;Continental;Portugués;Real;Cabañas;Anime;Media;No;5;13/08/2021;22;Aventura
2248;EE.UU.;Nueva York;Aventura;Times Square;44615450;2191;10;Primavera;Bicicleta;Desértico;Inglés;Dólar;Hoteles;Gastronomía;Baja;No;1;25/06/2019;40;Luna de Miel
2249;Japón;Tokio;Gastronómico;Akihabara;42658120;3310;4;Primavera;Taxi;Húmedo;Japonés;Yen;Cabañas;Religión;Alta;No;1;12/12/2021;24;Estudio
2250;Tailandia;Bangkok;Religioso;Gran Palacio;26532136;1788;3;Invierno;Bicicleta;Húmedo;Tailandés;Baht;Airbnb;Exploración;Media;No para UE;2;07/07/2021;61;Estudio
2251;Italia;Roma;Tecnológico;Coliseo;13383038;4880;2;Verano;Ferry;Tropical;Italiano;Euro;Resort;Senderismo;Alta;No;3;30/01/2019;68;Vacaciones
2252;Brasil;Río de Janeiro;Gastronómico;Copacabana;41573590;4094;7;Todo el año;Bus;Húmedo;Portugués;Real;Resort;Senderismo;Alta;No;5;07/09/2023;79;Aventura
2253;Tailandia;Bangkok;Religioso;Gran Palacio;19531465;3922;6;Primavera;Bus;Desértico;Tailandés;Baht;Camping;Senderismo;Media;No para UE;3;24/05/2021;47;Estudio
2254;Egipto;El Cairo;Histórico;Pirámides de Giza;30949243;2185;4;Invierno;Metro;Húmedo;Arabe;Libra Egipcia;Hostales;Exploración;Alta;Si;3;14/05/2020;74;Luna de Miel
2255;Italia;Roma;Playa;Coliseo;38034140;2896;4;Todo el año;Metro;Continental;Italiano;Euro;Hostales;Surf;Alta;No para UE;5;06/04/2022;76;Aventura
2256;Egipto;El Cairo;Religioso;Pirámides de Giza;29580267;1517;2;Invierno;Ferry;Húmedo;Arabe;Libra Egipcia;Camping;Gastronomía;Alta;No;4;10/03/2019;51;Vacaciones
2257;Egipto;El Cairo;Cultural;Pirámides de Giza;14645844;3679;14;Invierno;Taxi;Templado;Arabe;Libra Egipcia;Resort;Compras;Baja;No;3;09/06/2021;80;Vacaciones
2258;Tailandia;Bangkok;Histórico;Gran Palacio;31276428;528;12;Verano;Bicicleta;Continental;Tailandés;Baht;Ryokan;Compras;Baja;Si;3;27/11/2020;73;Vacaciones
2259;EE.UU.;Nueva York;Gastronómico;Times Square;7430928;4471;7;Primavera;Bus;Templado;Inglés;Dólar;Camping;Compras;Alta;No para UE;5;11/07/2021;33;Estudio
2260;México;Cancún;Urbano;Playas del Caribe;10503152;2751;3;Todo el año;Tren;Húmedo;Español;Peso;Resort;Compras;Baja;No;3;05/08/2019;24;Aventura
2261;Egipto;El Cairo;Histórico;Pirámides de Giza;5804922;3717;4;Otoño;Taxi;Desértico;Arabe;Libra Egipcia;Hoteles;Museos;Baja;No;4;16/09/2022;62;Aventura
